name,halal_status,source
 CAKE AVENUE,halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA,halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (ANG MO KIO AVE 4),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (BEDOK RESERVOIR RD),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (BRIGHTON CRESCENT),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (BUKIT BATOK ST 11),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (CHANGI VILLAGE RD),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (CHOA CHU KANG ST 51),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (EAST COAST RD),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (FAJAR SHOPPING CENTRE),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (GEYLANG RD),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (JURONG EAST ST 13),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (JURONG WEST ST 42),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (KG BAHRU),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (KIM KEAT RD),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (PASIR RIS ELIAS COMMUNITY CENTRE),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (PUNGGOL PLAZA),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (SEMBAWANG RD),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (SIN MING RD),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (SIXTH AVE),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (TAMPINES ST 43),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (UPPER SERANGOON RD),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (WEST COAST DRIVE),halal,singapore halal directory
 CANADIAN 2 FOR 1 PIZZA (WOODLANDS ST 81),halal,singapore halal directory
 CARNIVAL BAKERY,halal,singapore halal directory
 CARROT CAKE (S15) @ CANTINE JURONG POINT,halal,singapore halal directory
 CARROT CAKE (S3) BAGUS GREENRIDGE,halal,singapore halal directory
 CASA DEL WILD @ UNIVERSAL STUDIOS SINGAPORE (RWS),halal,singapore halal directory
 CASSEROLE CATERING SERVICES,halal,singapore halal directory
 CATERING CULTURE PTE LTD,halal,singapore halal directory
 CATERING SOLUTIONS PTE LTD,halal,singapore halal directory
 CEG CATERING SERVICES,halal,singapore halal directory
 CENTRAL KITCHEN @ BUKIT BATOK HOME FOR THE AGED,halal,singapore halal directory
 CENTRAL KITCHEN @ CAROUSEL,halal,singapore halal directory
 CENTRAL KITCHEN @ GRAND EMPIRE,halal,singapore halal directory
 CENTRAL KITCHEN @ OUTWARD BOUND SINGAPORE,halal,singapore halal directory
 CENTRAL KITCHEN @ PARKWAY EAST HOSPITAL,halal,singapore halal directory
 CENTRAL KITCHEN @ STRAITS KITCHEN,halal,singapore halal directory
 CENTRAL KITCHEN @ TEMBUSU HOME,halal,singapore halal directory
 CENTRAL KITCHEN @ WELL CARE HOME PTE LTD,halal,singapore halal directory
 CENTRAL THAI,halal,singapore halal directory
 CENTRAL THAI (JUNCTION 8),halal,singapore halal directory
 CENTRAL THAI (SIGLAP),halal,singapore halal directory
 CENTRAL THAI EXPRESS CAFE,halal,singapore halal directory
 CENTRALIZE KITCHEN @ AMC,halal,singapore halal directory
 CEREALTECH PTE LTD,halal,singapore halal directory
 CHAI CHEE SEAFOOD RESTAURANT,halal,singapore halal directory
 CHAMPION BREAD,halal,singapore halal directory
 CHAMPION BREAD (BUKIT BATOK ST 31),halal,singapore halal directory
 CHANGI SEAFOOD 0172,halal,singapore halal directory
 CHARCOS THE FLAMING CHICKEN (STALL 1),halal,singapore halal directory
 CHARLIE BROWN CAFE,halal,singapore halal directory
 CHARMING GARDEN (ASIA PACIFIC) PTE LTD,halal,singapore halal directory
 CHAWANG BISTRO,halal,singapore halal directory
 CHEE SENG OIL FACTORY (PTE) LTD,halal,singapore halal directory
 CHEERS HOLDINGS (2004) PTE LTD,halal,singapore halal directory
 CHEF IBU,halal,singapore halal directory
 CHEFS CATERING,halal,singapore halal directory
 CHEMICAL INDUSTRIES (FAR EAST) LIMITED,halal,singapore halal directory
 CHENG YEW HENG CANDY FACTORY PTE LTD,halal,singapore halal directory
 CHEONG FATT FOOD MANUFACTORY PTE LTD,halal,singapore halal directory
 CHERISH DELIGHTS PTE LTD,halal,singapore halal directory
 CHEVRON PHILLIPS SINGAPORE CHEMICALS (PRIVATE) LIMITED,halal,singapore halal directory
 CHIA KHIM LEE FOOD INDUSTRIES PTE LTD,halal,singapore halal directory
 CHIC CULTURE (S1) @ EDEN GARDEN CAFE,halal,singapore halal directory
 CHIC-A-BOO FRIED CHICKEN,halal,singapore halal directory
 CHIC-A-BOO FRIED CHICKEN (HILLV2),halal,singapore halal directory
 CHIC-A-BOO FRIED CHICKEN (MARINE SQUARE),halal,singapore halal directory
 CHIC-A-BOO FRIED CHICKEN (SEMBAWANG SHOPPING CENTRE),halal,singapore halal directory
 CHICKEN MINCED MEAT NOODLE (R9) @ STAFF CANTEEN BY KT CA T2,halal,singapore halal directory
 CHICKEN RICE & CARROT CAKE (S2) @ KAMPONG CHANTEK ANG MO KIO MRT,halal,singapore halal directory
 CHICKEN RICE & DRINKS (S1) @ KAKAK CAFE,halal,singapore halal directory
 CHICKEN RICE & DRINKS (S2) @ KAKI CORNER,halal,singapore halal directory
 CHICKEN RICE & DUCK RICE (S8) @ FOODGLE HUB FOOD COURT,halal,singapore halal directory
 CHICKEN RICE & INTERNATIONAL DELIGHT (S3) @ FUCHUN PRIMARY SCHOOL,halal,singapore halal directory
 CHICKEN RICE & NASI PADANG (S9) @ INSTITUTE OF MENTAL HEALTH,halal,singapore halal directory
 CHICKEN RICE & NOODLE (S9) @ JURONG SECONDARY SCHOOL,halal,singapore halal directory
 CHICKEN RICE & SNACKS (S2) @ KAWAN STATION SEMBAWANG MRT,halal,singapore halal directory
 CHICKEN RICE & WESTERN DELIGHTS @ 1983 A TASTE OF NANYANG,halal,singapore halal directory
 CHICKEN RICE (S1) @ CREST SECONDARY SCHOOL,halal,singapore halal directory
 CHICKEN RICE (S10) @ HEALTHY KOPITIAM YCH,halal,singapore halal directory
 CHICKEN RICE (S10) @ KOPITIAM VIVO CITY,halal,singapore halal directory
 CHICKEN RICE (S11) @ CANTINE PAYA LEBAR SQUARE,halal,singapore halal directory
 CHICKEN RICE (S12) @ FOOD CLUB,halal,singapore halal directory
 CHICKEN RICE (S12) @ FU CHAN FOOD PARADISE,halal,singapore halal directory
 CHICKEN RICE (S12) @ KOPITIAM SUN PLAZA,halal,singapore halal directory
 CHICKEN RICE (S13) @ KOPITIAM PLAZA SINGAPURA,halal,singapore halal directory
 CHICKEN RICE (S14) @ KOPITIAM CHANGI GENERAL HOSPITAL,halal,singapore halal directory
 CHICKEN RICE (S14) @ ON THE RIDGE BY KOPITIAM NUH,halal,singapore halal directory
 CHICKEN RICE (S19) @ KOPITIAM COMPASS ONE,halal,singapore halal directory
 CHICKEN RICE (S19) @ KOPITIAM YEW TEE SQUARE,halal,singapore halal directory
 CHICKEN RICE (S2) @ BAGUS GREENRIDGE,halal,singapore halal directory
 CHICKEN RICE (S2) @ CANTINE JURONG POINT,halal,singapore halal directory
 CHICKEN RICE (S2) @ FLAVOURS BY HESED&EMET,halal,singapore halal directory
 CHICKEN RICE (S2) @ GIANT FOODCOURT,halal,singapore halal directory
 CHICKEN RICE (S2) @ HEALTHY KOPITIAM NTFGH,halal,singapore halal directory
 CHICKEN RICE (S2) @ KOPITIAM NOVENA SQUARE,halal,singapore halal directory
 CHICKEN RICE (S21) @ KOPITIAM CHANGI AIRPORT T3,halal,singapore halal directory
 CHICKEN RICE (S3) @ 89.7 SUPPER CLUB,halal,singapore halal directory
 CHICKEN RICE (S3) @ RASA RASA FOOD FIESTA RESTAURANT LLP,halal,singapore halal directory
 CHICKEN RICE (S3) @ TUAN TUAN . PUAN PUAN,halal,singapore halal directory
 CHICKEN RICE (S3) BAGUS HARBOUR FRONT,halal,singapore halal directory
 CHICKEN RICE (S4) @ BAGUS CAUSEWAY POINT,halal,singapore halal directory
 CHICKEN RICE (S4) @ KOPITIAM TTSH,halal,singapore halal directory
 CHICKEN RICE (S4) @ TANG TEA HOUSE,halal,singapore halal directory
 CHICKEN RICE (S5) @ KOPITIAM NUH,halal,singapore halal directory
 CHICKEN RICE (S5) KOPITIAM NORTHPOINT,halal,singapore halal directory
 CHICKEN RICE (S52) @ HAWKER CENTRE OTH,halal,singapore halal directory
 CHICKEN RICE (S6) @ KOUFU,halal,singapore halal directory
 CHICKEN RICE (S6)@REFRESH ITE COLLEGE WEST,halal,singapore halal directory
 CHICKEN RICE (S7) @ FORK & SPOON WOODLANDS MART,halal,singapore halal directory
 CHICKEN RICE (S7) @ KOPITIAM SUNTEC CITY MALL,halal,singapore halal directory
 CHICKEN RICE (S9) @ FOOD JUNCTION UNITED SQUARE,halal,singapore halal directory
 CHICKEN RICE (S9) @ KOPITIAM SGH,halal,singapore halal directory
 CHICKEN RICE (S9) @ KOUFU WHITE SAND,halal,singapore halal directory
 CHICKEN RICE (S9) @ MATRIX CAFETERIA ITE COLLEGE WEST,halal,singapore halal directory
 CHICKEN RICE (S9) @ SEDAP PASIR RIS WEST PLAZA,halal,singapore halal directory
 CHICKEN RICE (STALL 3) - RASA RASA @ KAMPONG CHANGI,halal,singapore halal directory
 CHICKEN RICE / CARROT CAKE & SNACKS (S1) @ SAMBAL SAMBAL ADMIRALTY MRT,halal,singapore halal directory
 CHICKEN RICE @ 89.7 SUPPER CLUB (GEYLANG EAST),halal,singapore halal directory
 CHICKEN RICE STALL NO 6 @ NIE CANTEEN,halal,singapore halal directory
" CHICKEN RICE, TIM SUM, NOODLE & PORRIDGE @ ENAK ENAK HK TEA HSE",halal,singapore halal directory
 CHICKEN RICE/NASI LEMAK (S2) @ KHUN THAI CCK,halal,singapore halal directory
 CHICKEN STALL (MNGD BY ASM FROZEN FOOD PTE LTD),halal,singapore halal directory
 CHICKEN SUPREMO WESTERN FOOD (S5) @ 7 STARS,halal,singapore halal directory
 CHICKEN SUPREMO WESTERN FOOD (S9) @ TAHOE GARDEN EATING HOUSE,halal,singapore halal directory
" CHICKEN, DUCK & SEAFOOD @ ENAK SELERA",halal,singapore halal directory
 CHICKY FUN (S12) @ KOPITIAM LAU PA SAT,halal,singapore halal directory
 CHICKY FUN @ KOPITIAM SQUARE,halal,singapore halal directory
 CHILLER 1 @ SATSBRF,halal,singapore halal directory
 CHILLER 2 @ SATSBRF,halal,singapore halal directory
 CHILLER 3 RACK 1-2 @ WAREHOUSE LOGISTICS NET ASIA PTE LTD,halal,singapore halal directory
 CHILLER ROOM @ A YONG PTE LTD,halal,singapore halal directory
 CHILLI API CAFE (MNGD BY CHILLI API CATERING),halal,singapore halal directory
 CHILLI API CAFE (MNGD BY CHILLI API CATERING) (MARINA BAY),halal,singapore halal directory
 CHILLI API CAFE (SUPREME COURT),halal,singapore halal directory
 CHILLI BUDDI FOOD MANUFACTURING LLP,halal,singapore halal directory
 CHILLIS HEAVEN FUSION (S5) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 CHIN BOON FOODSTUFF TRADING,halal,singapore halal directory
 CHINATOWN FOOD CORPORATION PTE LTD,halal,singapore halal directory
 CHINATOWN STATION @ AQUAMARINE,halal,singapore halal directory
 CHINESE CUISINE (S2) @ SIAEC HANGAR 5 STAFF CANTEEN,halal,singapore halal directory
 CHINESE SECTION @ STRAITS KITCHEN,halal,singapore halal directory
 CHIT GUAN FOODSTUFF PTE LTD,halal,singapore halal directory
 CHOPSTIX & RICE,halal,singapore halal directory
 CHOZ CONFECTIONERY PTE LTD,halal,singapore halal directory
 CHUEN CHEONG FOOD INDUSTRIES (PTE) LTD,halal,singapore halal directory
 CHUMPO 2 INDONESIAN PADANG,halal,singapore halal directory
 CHUNG HWA FOOD INDUSTRIES PTE LTD,halal,singapore halal directory
 CHUTNEY MARY INDIAN FAST FOOD,halal,singapore halal directory
 CHYE CHOON FOODS PRIVATE LIMITED,halal,singapore halal directory
 CITA RASA KITCHEN PTE LTD,halal,singapore halal directory
 CITRUS BISTRO,halal,singapore halal directory
 CITRUS BY THE POOL,halal,singapore halal directory
 CITY FOODS INDUSTRIES PTE LTD,halal,singapore halal directory
 CJS CATERING PTE LTD,halal,singapore halal directory
 CLASSIC FOOD SOLUTIONS,halal,singapore halal directory
 CLASSIQUE AROMATICS PTE LTD,halal,singapore halal directory
 CLAY DETERGENTS PTE LTD,halal,singapore halal directory
 CLAYPOT DELIGHTS (S8) @ FLAVOURS BY HESED&EMET,halal,singapore halal directory
 CLUB B2 (STAFF CANTEEN)@SINGAPORE MARRIOTT TANG PLAZA HOTEL,halal,singapore halal directory
 COBA COBA,halal,singapore halal directory
 COFFEE BEE (STALL 02),halal,singapore halal directory
 COFFEEHOCK (2006) PTE LTD,halal,singapore halal directory
 COLD DESSERT @ AMC,halal,singapore halal directory
 COLD KITCHEN @ KHOO TECK PUAT HOSPITAL,halal,singapore halal directory
 COLD KITCHEN @ NG TENG FONG GENERAL HOSPITAL,halal,singapore halal directory
 COLD ROOM T15A13 @ TEE HAI CHEM PTE LTD,halal,singapore halal directory
 COLD SECTION @ SENGKANG HOSPITAL (MNGD BY SATS FOOD SERVICES P L),halal,singapore halal directory
 COLD SECTION @ STRAITS KITCHEN,halal,singapore halal directory
 COLD STATION @ AQUAMARINE,halal,singapore halal directory
 COLD STORAGE SINGAPORE (1983) PTE LTD,halal,singapore halal directory
 COLDROOM 7 @ COOLPORT,halal,singapore halal directory
 COMMONWEALTH CULINARY CREATIONS PTE LTD,halal,singapore halal directory
 COMMONWEALTH FOOD SOLUTIONS PTE LTD,halal,singapore halal directory
 COMMONWEALTH RETAIL CONCEPTS PTE LTD,halal,singapore halal directory
 COMPASS FOODS PTE LTD,halal,singapore halal directory
 CONCENTRATE MANUFACTURING (SINGAPORE) PTE LTD,halal,singapore halal directory
 CONNIES KITCHEN,halal,singapore halal directory
 COOK HOUSE @ BANYAN HOME (MNGD BY HAPPY ENTERPRISES PTE LTD),halal,singapore halal directory
 COOKHOUSE @ MORAL WELFARE HOMES (MNGD BY HAPPY ENTERPRISES P L),halal,singapore halal directory
 COOKHOUSE SECTION 1 @ HTA (MNGD BY COUNTRY FOODS PTE LTD),halal,singapore halal directory
 CO-OP @ NTU CAFE,halal,singapore halal directory
 CORNERY,halal,singapore halal directory
 COSS FOOD MARKETING PTE LTD,halal,singapore halal directory
 COUNTER 1 & 2 @ SCDF (NSTI) MNGD BY SODEXO,halal,singapore halal directory
 COUNTER 1 & 2 @ SCDF-CDA CANTEEN (MNGD BY SODEXO),halal,singapore halal directory
 COUNTRY MANNA,halal,singapore halal directory
 CRAVE,halal,singapore halal directory
 CRAVE (BEDOK MALL),halal,singapore halal directory
 CRAVE (COMPASS ONE),halal,singapore halal directory
 CRAVE (HOUGANG MALL),halal,singapore halal directory
 CRAVE (ION ORCHARD),halal,singapore halal directory
 CRAVE (JUNCTION 8),halal,singapore halal directory
 CRAVE (KITCHENER RD),halal,singapore halal directory
 CRAVE (PLAZA SINGAPURA),halal,singapore halal directory
 CRAVE (VIVO CITY),halal,singapore halal directory
 CRAVE (WALLICH ST),halal,singapore halal directory
 CRAVE (WATERWAY POINT),halal,singapore halal directory
 CRESCENT FOODS PTE LTD,halal,singapore halal directory
 CUPPACHOICE INTERNATIONAL PTE LTD,halal,singapore halal directory
 CURRY & TANDOOR PTE LTD,halal,singapore halal directory
 CURRY POT CATERING,halal,singapore halal directory
 CURRY TIMES (CHANGI AIRPORT T3),halal,singapore halal directory
 CURRY TIMES (NOVENA SQ),halal,singapore halal directory
 CURRY TIMES (ONE KM),halal,singapore halal directory
 CURRY TIMES (PAGODA ST),halal,singapore halal directory
 CURRY TIMES (WESTGATE),halal,singapore halal directory
 CURRY TIMES @ ARC,halal,singapore halal directory
 CURRY TIMES TINGKAT,halal,singapore halal directory
 CURRY TIMES TINGKAT (KALLANG WAVE),halal,singapore halal directory
 DAC PHARMALAB PTE LTD,halal,singapore halal directory
 DAJIE NIANG DOU FU,halal,singapore halal directory
 DAJIE NIANG DOU FU & HAINAN CHICKEN RICE,halal,singapore halal directory
 DAPUR EXPRESS,halal,singapore halal directory
 DAPUR F FAIZ,halal,singapore halal directory
 DAPUR PENYET,halal,singapore halal directory
 DAPUR PENYET (CENTREPOINT),halal,singapore halal directory
 DAPUR PENYET (S12) @ FOODREPUBLIC CITY SQUARE MALL,halal,singapore halal directory
 DAPUR PENYET (STALL 13),halal,singapore halal directory
 DATANG SELALU,halal,singapore halal directory
 DAVID & JIN,halal,singapore halal directory
 DCAKE PTE LTD,halal,singapore halal directory
 DCUISINES RESTAURANT,halal,singapore halal directory
 DDHS FOOD MANUFACTURE PTE LTD,halal,singapore halal directory
 DEFU FOODSTUFF PTE LTD,halal,singapore halal directory
 DELCIES DESSERTS AND CAKES PTE LTD,halal,singapore halal directory
 DELI JOY PTE LTD,halal,singapore halal directory
 DELI SWEET PATISSERIE PTE LTD,halal,singapore halal directory
 DELI2GO,halal,singapore halal directory
 DELICACY BISTRO@NTUC ITE COLLEGE CENTRAL (MNGD BY E W F PTE LTD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD,halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (101 THOMSON ROAD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (293 HOLLAND RD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (339 THOMSON ROAD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (4 TAMPINES CENTRAL 5),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (587 BUKIT TIMAH RD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (ALEXANDRA RD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (BEACH RD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (CHOA CHU KANG AVE 4),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (CLEMENCEAU AVE),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (EAST SHOE HOSPITAL LV 1),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (JURONG EAST MALL),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (LORONG 6 TOA PAYOH),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (LOWER KENT RIDGE RD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (MOUNT ELIZABETH),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (NAPIER RD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (RAFFLES PLACE),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (SENGKANG WEST AVE),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (TANJONG KATONG RD),halal,singapore halal directory
 DELIFRANCE SINGAPORE PTE LTD (WOODLANDS SQUARE),halal,singapore halal directory
 DELIZIO CATERING PTE LTD,halal,singapore halal directory
 DELUSCIOUS PATISSERIE PTE LTD,halal,singapore halal directory
 DES KITCHEN PTE LTD,halal,singapore halal directory
 DESSERT & DRINKS @ ENAK ENAK HONG KONG TEA HOUSE (ECP),halal,singapore halal directory
 DESSERT & HOT BEVERAGES (S1) @ FUCHUN PRIMARY SCHOOL,halal,singapore halal directory
 DESSERT @ SPIZE,halal,singapore halal directory
 DESSERT SECTION @ STRAITS KITCHEN,halal,singapore halal directory
 DESSERT STATION @ GRAND EMPIRE,halal,singapore halal directory
 DESSERTS & DRINKS @ ENAK ENAK,halal,singapore halal directory
 DESSERTS (B2) @ TAKASHIMAYA (MNGD BY THE WOK PEOPLE),halal,singapore halal directory
 DESSERTS @ AQUAMARINE,halal,singapore halal directory
 DFARMER GLOBAL NETWORK PRIVATE LIMITED,halal,singapore halal directory
 DFINE CATERING SERVICES PTE LTD,halal,singapore halal directory
 DFINE DELI,halal,singapore halal directory
 DIM SUM & CHICKEN RICE (S2) @ TANG TEA HOUSE JURONG WEST,halal,singapore halal directory
 DIM SUM (S4) @ STAR RASA @ CHANGI VILLAGE,halal,singapore halal directory
 DIM SUM (S5) @ 89.7 SUPPER CLUB,halal,singapore halal directory
 DIP N GO,halal,singapore halal directory
 DISHWASHING LINE (M1) @ URBAN PLUS ENTERPRISE PTE LTD,halal,singapore halal directory
 DISHWASHING LINE 3 @ HIROSAWA CLEAN TECHNIC HOLDINGS PTE LTD,halal,singapore halal directory
 DISHWASHING LINE NO. H1@ GREATSOLUTIONS PTE LTD,halal,singapore halal directory
 DISHWASHING LINE NO.1@GREATSOLUTIONS PTE LTD,halal,singapore halal directory
 DK F&B PTE LTD,halal,singapore halal directory
 DK FOOD PTE LTD,halal,singapore halal directory
 DLITE CAFE,halal,singapore halal directory
 DOLFORD FOOD MANUFACTURING PTE LTD,halal,singapore halal directory
 DOMINOS PIZZA SINGAPORE PTE LTD,halal,singapore halal directory
 DOMINOS PIZZA SINGAPORE PTE LTD (ANG MO KIO AVE),halal,singapore halal directory
 DOMINOS PIZZA SINGAPORE PTE LTD (BEDOK NORTH ST 1),halal,singapore halal directory
 DOMINOS PIZZA SINGAPORE PTE LTD (CHOA CHU KANG),halal,singapore halal directory
 DOMINOS PIZZA SINGAPORE PTE LTD (CHUN TIN RD),halal,singapore halal directory
