name,halal_status,source
 MAKAN MAKAN KAMPONG TRADITION FOOD,halal,singapore halal directory
 MAKAN MAKAN NASI AYAM HAINAN CHICKEN RICE (S3) @ CHANG CHENG MEE WAH,halal,singapore halal directory
 MAKAN MATE CATERING BY PAN SEAS ENTERPRISES,halal,singapore halal directory
 MAKCIK CAN COOK,halal,singapore halal directory
 MAKI-SAN,halal,singapore halal directory
 MAKI-SAN (BEDOK MALL),halal,singapore halal directory
 MAKI-SAN (COMPASS ONE),halal,singapore halal directory
 MAKI-SAN (HILLION MALL),halal,singapore halal directory
 MAKI-SAN (KATONG MALL),halal,singapore halal directory
 MAKI-SAN (NUS STALL NO.LT25),halal,singapore halal directory
 MAKI-SAN (PASIR RIS),halal,singapore halal directory
 MAKI-SAN (THE CATHAY),halal,singapore halal directory
 MALA HOT POT (S7) @ CANTINE PAYA LEBAR SQUARE,halal,singapore halal directory
 MALAY & WESTERN FOOD STALL @ SCDF HQ,halal,singapore halal directory
 MALAY & WESTERN KITCHEN @ KKH (MNGD BY SODEXO),halal,singapore halal directory
 MALAY & WESTERN SECTIONS @ STRAITS KITCHEN,halal,singapore halal directory
 MALAY CUISINE (B2) @ TAKASHIMAYA (MNGD BY THE WOK PEOPLE),halal,singapore halal directory
 MALAY CUISINE (S6) @ FOOD CANOPY BOTANIC GARDEN,halal,singapore halal directory
 MALAY FOOD (S2) @ CDA CANTEEN,halal,singapore halal directory
 MALAY FOOD / NASI PADANG (S3) @ NOMS BISTRO SEMBAWANG MRT,halal,singapore halal directory
" MALAY FOOD, NASI PADANG(S9) @ BROADWAY 848 YISHUN",halal,singapore halal directory
 MALAY KITCHEN @ DIETETIC & FOOD SERVICES CGH,halal,singapore halal directory
 MALAY KITCHEN @ FAIRMONT HOTEL SINGAPORE,halal,singapore halal directory
 MALAY KITCHEN @ FURAMA CITY CENTRE,halal,singapore halal directory
 MALAY KITCHEN @ IMH,halal,singapore halal directory
 MALAY KITCHEN @ NUH (MNGD BY SODEXO),halal,singapore halal directory
 MALAY KITCHEN @ NUSS,halal,singapore halal directory
 MALAY KITCHEN @ ORCHID COUNTRY CLUB (MNGD BY NTUC FOODFARE),halal,singapore halal directory
 MALAY KITCHEN @ PACIFIC HEALTHCARE NURSING HOME II (MNGD BY SODEXO),halal,singapore halal directory
 MALAY KITCHEN @ SATS INFLIGHT CATERING CENTRE 1,halal,singapore halal directory
 MALAY KITCHEN @ SATS INFLIGHT CATERING CENTRE 2,halal,singapore halal directory
 MALAY KITCHEN @ SENGKANG HOSPITAL (MNGD BY SATS FOOD SERVICES P/L),halal,singapore halal directory
 MALAY KITCHEN @ SUNLOVE ABODE FOR INTELLECTUALLY-INFIRMED LTD,halal,singapore halal directory
 MALAY KITCHEN @ THYE HUA KWAN HOSPITAL (MNGD BY SODEXO),halal,singapore halal directory
 MALAY KITCHEN @ VILLAGE HOTEL CHANGI B1,halal,singapore halal directory
 MALAY KITCHEN@SUNSHINE WELFARE ACTION MISSION,halal,singapore halal directory
 MALAY NOODLES & NASI PADANG (S1) @ RASA BUKOM (MNGD BY ISS CATERING),halal,singapore halal directory
 MALAY SEAFOOD (R1) @ CANTINE PAYA LEBAR SQUARE,halal,singapore halal directory
 MALAY SECTION @ TEAM DINING ROOM (MBS),halal,singapore halal directory
 MALAY STALL @ 168 INFINEON (MNGD BY FOOD FEST F&B PTE LTD),halal,singapore halal directory
 MALAY STALL @ UTC BEDOK STAFF CAFETERIA (MNGD BY OCCASIONS CAT PL),halal,singapore halal directory
 MALAY STALL @ WLANDS CP STAFF CAFETERIA (MNGD BY JAS CAT SVCS P L),halal,singapore halal directory
" MALAY, INDIAN & WESTERN KITCHEN @ FSD-SGH",halal,singapore halal directory
 MALAY/INDIAN & WESTERN KITCHEN @ KHOO TECK PUAT HOSPITAL,halal,singapore halal directory
 MALAY/INDIAN DELIGHTS@ROLLS ROYCE (MNGD BY ISS CATERING SVCS PTE LTD),halal,singapore halal directory
 MALAY/WESTERN KITCHEN @ NG TENG FONG GENERAL HOSPITAL,halal,singapore halal directory
 MALAYSIA DAIRY INDUSTRIES PTE LTD,halal,singapore halal directory
 MALAYSIAN FOOD STREET STALL 4 ROTI CANAI AND NASI BRIYANI,halal,singapore halal directory
 MALAYSIAN FOOD STREET STALL 5 NASI LEMAK,halal,singapore halal directory
 MAMA KUNNING,halal,singapore halal directory
 MAMANDA PTE LTD,halal,singapore halal directory
 MAMU GRINDING MILL,halal,singapore halal directory
 MANHATTAN FISH MARKET,halal,singapore halal directory
 MANHATTAN FISH MARKET (CAUSEWAY POINT),halal,singapore halal directory
 MANHATTAN FISH MARKET (CENTURY SQUARE),halal,singapore halal directory
 MANHATTAN FISH MARKET (STAR VISTA),halal,singapore halal directory
 MANHATTAN FISH MARKET (SUNTEC CITY MALL),halal,singapore halal directory
 MARI MARI,halal,singapore halal directory
 MARINA BAY BBQ STEAMBOAT BUFFET (S11-16) @ SATAY BY THE BAY,halal,singapore halal directory
 MARINEX PHARMACEUTICALS (S) PTE LTD,halal,singapore halal directory
 MARRYBROWN,halal,singapore halal directory
 MASTERDON SWIFTLETS RESOURCES PTE LTD,halal,singapore halal directory
 MATA THAI,halal,singapore halal directory
 MAXWELL (KRETA AYER) FISH SOUP,halal,singapore halal directory
 MAYSON BAKERY PTE LTD,halal,singapore halal directory
 MANHATTAN FISH MARKET (CHANGI AIRPORT T1),halal,singapore halal directory
 MANHATTAN FISH MARKET (CHANGI CITY POINT),halal,singapore halal directory
 MANHATTAN FISH MARKET (CITY SQUARE MALL),halal,singapore halal directory
 MANHATTAN FISH MARKET (HOUGANG MALL),halal,singapore halal directory
 MANHATTAN FISH MARKET (JCUBE),halal,singapore halal directory
 MANHATTAN FISH MARKET (JURONG POINT),halal,singapore halal directory
 MANHATTAN FISH MARKET (KALLANG WAVE),halal,singapore halal directory
 MANHATTAN FISH MARKET (MARINA SQUARE),halal,singapore halal directory
 MANHATTAN FISH MARKET (NORTHPOINT),halal,singapore halal directory
 MANHATTAN FISH MARKET (PLAZA SINGAPURA),halal,singapore halal directory
 MAYSON BAKERY PTE LTD (JURONG POINT SHOPPING CENTRE),halal,singapore halal directory
 MAYSON BAKERY PTE LTD (LV1 SG GENERAL HOSPITAL),halal,singapore halal directory
 MAYURA CATERING PTE LTD,halal,singapore halal directory
 MCCORMICK INGREDIENTS SOUTHEAST ASIA PTE LTD,halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD,halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (ALJUNIED AVE 2),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (ALOCASSIA APARTMENTS),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (AMK AVE 10),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (AMK AVE 3),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (AMK AVE 4),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (AMK ST 12),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BEAUTY WORLD CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BEDOK MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BEDOK NORTH ST 3),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BEDOK RESERVOIR PARK),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BEDOK RESERVOIR RD),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BISHAN PARK),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BLK N2.1),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BOAT QUAY),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BUGIS JUCTION),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BUGIS VILLAGE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BUKIT BATOK CENTRAL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BUKIT BATOK ST 11),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BUKIT BATOK ST 31),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (BUKIT PANJANG PLAZA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CAUSEWAY POINT),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHANGI AIRPORT T2 ARRIVAL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHANGI AIRPORT T2 TRANSIT LOUNGE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHANGI AIRPORT T3 ARRIVAL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHANGI CITY POINT),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHINATOWN POINT 2),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHOA CHU KANG AVE 4),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHOA CHU KANG COMMUNITY CLUB),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHOA CHU KANG MRT STATION),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CHONG PANG COMMUNITY CLUB),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CITY SQUARE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CLEMENTI AVE 3),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CLEMENTI MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (CLIFFORD CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (COMMONWEALTH AVE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (COMPASS ONE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (DOWNTOWN EAST),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (EASTPOINT MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (ELIAS COMMUNITY CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (FAIRPRICE HUB),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (FAJAR RD),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (FORUM GALLERIA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (GARDEN BY THE BAY VISITOR CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (GREAT WORLD CITY),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (HARBOURFRONT CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (HOUGANG 1),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (HOUGANG 8),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (HOUGANG MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (HOUGANG ST 21),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (IFLY SENTOSA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (IMM BUILDING),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JCUBE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG 8 SHOPPING),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG BOWL FAMILY),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG CENTRAL PARK),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG EAST ST 24),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG GATEWAY RD),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG GREEN COMMUNITY CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG POINT),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG SPRING COMMUNITY CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (JURONG WEST ST 75),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (KALLANG STADIUM),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (KH KEA BUILDING),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (KINETIC GARDEN SG SCIENCE CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (KIOSK 1),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (KK WOMENS & CHILDREN HOSP),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (LIMBANG SHOPPING CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (LOR 1 TOA PAYOH),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (LUCKY CHINATOWN POINT),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (LUCKY PLAZA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (MARINE COVE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (MARINE SQUARE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (METROPOLIS TOWER 1),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (NEX),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (NORTHPOINT),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (NUS FACULTY OF ENGINEERING ANNEXE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PARKLANE SHOPPING MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PARKWAY CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PASIR RIS SPORTS CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PAYA LEBAR SQUARE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PEOPLES PARK COMPLEX),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PIONEER MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PLAZA SINGAPURA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (POTONG PASIR AVE 1),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PSA BUILDING),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (PUNGGOL 21 COMMUNITY CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (QUEENSWAY SHOPPING CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (RAFFLES CITY SHOPPING CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (REGAL THEATRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (RESORT WORLD SENTOSA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (RIDOUT TEA GARDEN),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (RIVERVALE MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (RIVERVALE PLAZA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SAFRA PUNGGOL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SAFRA TOA PAYOH),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SCAPE PARK),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SELETAR MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SEMBAWANG COTTAGE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SENGKANG SPORTS COMPLEX),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SERANGOON AVE 3),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SERANGOON GARDEN WAY),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SERENE CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SG POLYTECHNIC 2 TEACHING BLK 16),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SHAW HOUSE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SHAW PLAZA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SIGLAP CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SPRINGLEAF TOWER),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SUN PLAZA 2),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (SUNTEC CITY MALL TOWER 4),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TAMPINES CENTRAL 1),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TAMPINES CENTRAL 1/K1),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TAMPINES EAST COMMUNITY CLUB),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TAMPINES MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TAMPINES ST 32),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TAMPINES WEST COMMUNITY CLUB),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TEMASEK POLYTECHNIC),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TIONG BHARU PLAZA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TOA PAYOH CENTRAL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TOA PAYOH HDB CENTER),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (TRADEHUB 21),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (UNITED SQUARE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (V HOTEL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (VIVO CITY),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (WATERWAY POINT),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (WEST COAST PARK),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (WHITE SAND SHOPPING MALL),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (WOODLANDS AVE 6),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (WOODLANDS CIVIC CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (WOODLANDS MART),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (WOODLANDS POINT),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (YEW TEE SHOPPING CENTRE),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (YISHUN RING RD),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (YISHUN SAFRA),halal,singapore halal directory
 MCDONALDS RESTAURANTS PTE LTD (YISHUN ST 22),halal,singapore halal directory
 MEAD JOHNSON NUTRITION (ASIA PACIFIC) PTE LTD,halal,singapore halal directory
 MEAT PREPARATION @ DNATA SINGAPORE PTE LTD,halal,singapore halal directory
 MEAT UP BUTCHERY STATION @ THE MEAT UP,halal,singapore halal directory
 MEDITERRANEAN COUNTER @ CAROUSEL,halal,singapore halal directory
 MEDITERRANEAN CUISINE @ SPIZE,halal,singapore halal directory
 MEGACHEM MANUFACTURING PTE LTD,halal,singapore halal directory
 MEGAPICKS @ COURTS MEGASTORE,halal,singapore halal directory
 MEGU CATERING CONCEPTS PTE LTD,halal,singapore halal directory
 MEIJI SEIKA (S) PTE LTD,halal,singapore halal directory
 MELS DRIVE IN @ UNIVERSAL STUDIOS SINGAPORE (RWS),halal,singapore halal directory
 MENG CHUAN FOOD MANUFACTURING PTE LTD,halal,singapore halal directory
 METTA CAFE,halal,singapore halal directory
 MI SEDAP PASTI (S8) @ CANTINE JURONG POINT,halal,singapore halal directory
 MIA PIZZA & PASTA EXPRESS,halal,singapore halal directory
 MIN HIANG FOOD PTE LTD,halal,singapore halal directory
 MINANG HOUSE,halal,singapore halal directory
 MINCED MEAT NOODLE (S12) @ KOPITIAM CHANGI GENERAL HOSPITAL,halal,singapore halal directory
 MINI WOK (S7) @ FLAVOURS BY HESED&EMET,halal,singapore halal directory
 MINI WOK (S8) @ INSTITUTE OF MENTAL HEALTH,halal,singapore halal directory
 MINI WOK SEAFOOD @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 MINORA INCREDIBLE INDIAN FOOD,halal,singapore halal directory
 MJ FOOD INDUSTRY PTE LTD,halal,singapore halal directory
 MODERN GRILL SEAFOOD,halal,singapore halal directory
 MOLI NONYA PTE LTD,halal,singapore halal directory
 MONDELEZ INTERNATIONAL AMEA PTE LTD,halal,singapore halal directory
 MONTE CRISTO FOODS & CATERING,halal,singapore halal directory
 MONTREUX PATISSERIE PTE LTD,halal,singapore halal directory
 MORNING SUN FOODSTUFF PTE LTD,halal,singapore halal directory
 MOTHERS RESTAURANT,halal,singapore halal directory
 MR BAKERY,halal,singapore halal directory
 MR BAKERY (RIVERVALE CRESCENT),halal,singapore halal directory
 MR PNUT FOOD INDUSTRIES,halal,singapore halal directory
 MR PRATA (S14) @ FOODJUNCTION CENTURY SQUARE,halal,singapore halal directory
 MR TEH TARIK CAFE,halal,singapore halal directory
 MR TEH TARIK CAFETERIA,halal,singapore halal directory
 MR TEH TARIK EXPRESS,halal,singapore halal directory
 MR TEH TARIK EXPRESS (RAFFLES PLACE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (AMK 608),halal,singapore halal directory
 MR TEH TARIK PTE LTD (AMK 728),halal,singapore halal directory
 MR TEH TARIK PTE LTD (BEDOK NORTH ST 1),halal,singapore halal directory
 MR TEH TARIK PTE LTD (COMPASS ONE - MY BRIYANI HOUSE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (ELIAS MALL),halal,singapore halal directory
 MR TEH TARIK PTE LTD (FAR EAST SQ),halal,singapore halal directory
 MR TEH TARIK PTE LTD (GEYLANG SERAI),halal,singapore halal directory
 MR TEH TARIK PTE LTD (HILLION MALL - MY BRIYANI HOUSE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (IMM - MY BRIYANI HOUSE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (JURONG WEST),halal,singapore halal directory
 MR TEH TARIK PTE LTD (MARINE COVE - MY BRIYANI HOUSE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (OUR TAMPINES HUB - MY BRIYANI HOUSE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (RAFFLES PLACE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (SELETAR MALL - MY BRIYANI HOUSE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (TAMPINES 820),halal,singapore halal directory
 MR TEH TARIK PTE LTD (WEST COAST 505),halal,singapore halal directory
 MR TEH TARIK PTE LTD (WOODLANDS 306),halal,singapore halal directory
 MR TEH TARIK PTE LTD (YEW TEE POINT - MY BRIYANI HOUSE),halal,singapore halal directory
 MR TEH TARIK PTE LTD (YISHUN 846),halal,singapore halal directory
 MR W KITCHEN & CAFE,halal,singapore halal directory
 MR. PRATA,halal,singapore halal directory
 MR. PRATA (TAMPINES ST 44),halal,singapore halal directory
 MR. PRATA (YOHA HOSTEL),halal,singapore halal directory
 MR. WHOLLY (S17) @ SATAY BY THE BAY,halal,singapore halal directory
 MUFIZ TRADING PTE.LTD.,halal,singapore halal directory
 MUK BANG KOREAN RESTAURANT,halal,singapore halal directory
 MUMS KITCHEN CATERING PTE LTD,halal,singapore halal directory
 MUSHROOM,halal,singapore halal directory
 MUSHROOM (MACRITCHIE RESERVOIR),halal,singapore halal directory
 MUTTON STALL (MNGD BY ASM FROZEN FOOD PTE LTD),halal,singapore halal directory
 MUUGU FORK,halal,singapore halal directory
 MY BRIYANI HOUSE @ MR TEH TARIK,halal,singapore halal directory
 MY BRIYANI HOUSE @ MR TEH TARIK (COMPASS ONE),halal,singapore halal directory
 MY BRIYANI HOUSE @ MR TEH TARIK (IMM BUILDING),halal,singapore halal directory
 MY BRIYANI HOUSE @ MR TEH TARIK (SELETAR MALL),halal,singapore halal directory
 MY BRIYANI HOUSE @ MR TEH TARIK (SPORTS HUB),halal,singapore halal directory
 MY BRIYANI HOUSE @ MR TEH TARIK (YEW TEE POINT,halal,singapore halal directory
 MY GENIE GOURMET PTE LTD,halal,singapore halal directory
 MY HUMBLE CHEF (S3) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 MY KAMPUNG,halal,singapore halal directory
 MY PLACE SEAFOOD (S9) @ FORK & SPOON WOODLANDS MART,halal,singapore halal directory
 MY SPICE AFFAIR,halal,singapore halal directory
 MYPIZZA PIZZA & PASTRY,halal,singapore halal directory
 N&N PTE LTD,halal,singapore halal directory
 N.P. FOODS (S) PTE LTD,halal,singapore halal directory
 NA NA THAI RESTAURANT,halal,singapore halal directory
 NANDOS,halal,singapore halal directory
 NANDOS (BUGIS JUNCTION),halal,singapore halal directory
 NANDOS (JCUBE),halal,singapore halal directory
 NANDOS (JUNCTION 8),halal,singapore halal directory
 NANDOS (KATONG MALL),halal,singapore halal directory
 NANDOS (LOT 1),halal,singapore halal directory
 NANDOS (NEX),halal,singapore halal directory
 NANDOS (PLAZA SINGAPURA),halal,singapore halal directory
 NANDOS (STAR VISTA),halal,singapore halal directory
 NANDOS (TAMPINES MALL),halal,singapore halal directory
 NANDOS (TANGLIN MALL),halal,singapore halal directory
 NASI AYAM (S1) @ MOHAMADS TEH TARIK EATING HOUSE,halal,singapore halal directory
 NASI AYAM (S4) @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 NASI AYAM @ MR TEH TARIK EATING HOUSE,halal,singapore halal directory
 NASI LEMAK & ECONOMIC BEE HOON (S2) @ TUAN TUAN . PUAN PUAN,halal,singapore halal directory
 NASI LEMAK & ECONOMIC NOODLES (S2) @ SAMBAL SAMBAL ADMIRALTY MRT,halal,singapore halal directory
 NASI LEMAK & ECONOMIC NOODLES (S4) @ KAMPONG CHANTEK ANG MO KIO MRT,halal,singapore halal directory
 NASI LEMAK & NOODLES (S1) @ KAKI CORNER,halal,singapore halal directory
 NASI LEMAK & NOODLES (S1) @ KAWAN STATION SEMBAWANG MRT,halal,singapore halal directory
 NASI LEMAK & SATAY STALL (S2) @ STRAITS FOOD VILLAGE,halal,singapore halal directory
 NASI LEMAK (CCK),halal,singapore halal directory
 NASI LEMAK (S2) @ KOPITIAM VIVO CITY,halal,singapore halal directory
 NASI LEMAK (S3) @ THE GALLERIE MARINA SQUARE,halal,singapore halal directory
 NASI LEMAK / BEE HOON (S2) @ KAKAK CAFE,halal,singapore halal directory
 NASI LEMAK/CHICKEN RICE @ SMART COOK WOODLANDS,halal,singapore halal directory
 NASI PADANG,halal,singapore halal directory
 NASI PADANG & THAI CUISINE @ 1983 A TASTE OF NANYANG,halal,singapore halal directory
 NASI PADANG (ESPLANADE MRT STN),halal,singapore halal directory
 NASI PADANG (S12) @ CANTINE JURONG POINT,halal,singapore halal directory
 NASI PADANG (S2) @ DIGNITY KITCHEN,halal,singapore halal directory
 NASI PADANG (S3) @ KAMPONG CHANTEK ANG MO KIO MRT,halal,singapore halal directory
 NASI PADANG (S3) @ KOPITIAM,halal,singapore halal directory
 NASI PADANG (S3) @ KOPITIAM NUH,halal,singapore halal directory
 NASI PADANG (S5) @ FLAVOURS BY HESED&EMET,halal,singapore halal directory
 NASI PADANG (S8) @ 89.7 SUPPER CLUB (GEYLANG EAST),halal,singapore halal directory
